Precision@10,HitRate@10,avg_similarity,num_relevant,MAP@10,MRR@10,NDCG@10,relevance_scores,similarity_scores,user_id,CategoryCoverage,UniqueCategories,Entropy,GiniIndex,IntraListSimilarity,Novelty,Serendipity
0.4,1,0.22066381751039574,4,0.6349206349206349,1.0,0.8345810583250157,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[np.float64(0.2829563165232533), np.float64(0.19038928255282306), np.float64(0.2647888458722195), np.float64(0.23326074744223146), np.float64(0.15799030758363627), np.float64(0.18226991533182454), np.float64(0.25101166126670255), np.float64(0.17135018834070653), np.float64(0.2755936010104387), np.float64(0.19702730918012132)]",AHAOW3VHZ4CU6XZGONRJRZVWGX7A,2.1,21,4.310443057719026,0.9465020576131687,0.5350601763708582,0.8714285714285714,0.405161846305395
0.0,0,0.21606928773166403,0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.23384643901616675), np.float64(0.23114439268576362), np.float64(0.2235755083576822), np.float64(0.21061763725651356), np.float64(0.22285529650296595), np.float64(0.22721216792957818), np.float64(0.18226991533182454), np.float64(0.19068908547181615), np.float64(0.2297785470277744), np.float64(0.20870388773655496)]",AHXVUYO4CSQHIRJOTQH77SJIIDQQ,1.8,18,4.026986833359286,0.9319526627218935,0.5865193790482717,0.8555555555555556,0.35375564236981205
0.2,1,0.22535837870536746,2,0.75,1.0,0.8961645439170709,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.2463604430796842), np.float64(0.25422050648597094), np.float64(0.19038928255282306), np.float64(0.184404270883581), np.float64(0.2297785470277744), np.float64(0.18226991533182454), np.float64(0.19702730918012132), np.float64(0.20540214913565397)]",AHYLHANEPSY4FDFDVLJFW4BLUQVQ,1.6,16,3.855388542207534,0.9236111111111112,0.5621867674283979,0.85,0.37214124768586176
0.5,1,0.23291888994432344,5,0.7087301587301587,1.0,0.8791443054455381,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.2511224130995084), np.float64(0.2647888458722195), np.float64(0.19038928255282306), np.float64(0.18226991533182454), np.float64(0.2609066244584803), np.float64(0.17374134118380277), np.float64(0.25071513684330493), np.float64(0.19152397672502944)]",AFSE6TYYNL7JOLNMBV25Z2QI5U5Q,2.0,20,4.220175521464345,0.9409722222222222,0.4963849382911466,0.88,0.443181254303791
0.2,1,0.20806512166469818,2,1.0,1.0,0.9880824131353774,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.2511224130995084), np.float64(0.2647888458722195), np.float64(0.23721131757554742), np.float64(0.235480407398997), np.float64(0.19038928255282306), np.float64(0.15799030758363627), np.float64(0.14871460504108583), np.float64(0.18785988298846606), np.float64(0.1885672425133993), np.float64(0.21852691202129906)]",AH7BR3J4BKKXJ3TJTDLU3IT4EX3A,1.7,17,3.9690016298759936,0.9300567107750473,0.5296238821070345,0.8647058823529412,0.4067369960603878
0.3,1,0.22981372797670888,3,0.6095238095238095,1.0,0.8312975032902928,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.2463604430796842), np.float64(0.23622097721146226), np.float64(0.25422050648597094), np.float64(0.19038928255282306), np.float64(0.25101166126670255), np.float64(0.18226991533182454), np.float64(0.19702730918012132), np.float64(0.17690582128225815)]",AHXVGKFQ5GUCPAGXJQOOXXZFYSIQ,1.9,19,4.083856189774723,0.9312,0.579002421247733,0.868421052631579,0.3656031604953897
0.2,1,0.20226322994308316,2,1.0,1.0,0.9880824131353774,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.2511224130995084), np.float64(0.2647888458722195), np.float64(0.19038928255282306), np.float64(0.2366930948395653), np.float64(0.15799030758363627), np.float64(0.17561970318887474), np.float64(0.1710735437545687), np.float64(0.21852691202129906), np.float64(0.18507800817762982), np.float64(0.17135018834070653)]",AHVCTRLHSG53JPTRBFZ6MUE2K25A,1.8,18,4.061482186720774,0.9338842975206612,0.5100461815755071,0.8777777777777778,0.4300705739503882
0.2,1,0.21453576085398512,2,0.2361111111111111,0.25,0.44735385966013685,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[np.float64(0.23384643901616675), np.float64(0.1560279930087832), np.float64(0.2463604430796842), np.float64(0.28234273180303204), np.float64(0.20540214913565397), np.float64(0.21993187810210776), np.float64(0.19284121903041893), np.float64(0.18226991533182454), np.float64(0.25071513684330493), np.float64(0.17561970318887474)]",AEVTMQIGQ3LAKKL2YJWNGIWC6XMQ,1.8,18,4.055958151615124,0.9338374291115312,0.5360508643266338,0.8722222222222222,0.4046667461151027
0.4,1,0.2122249027504448,4,1.0,1.0,0.9960066311522382,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.2511224130995084), np.float64(0.2543016282480485), np.float64(0.2647888458722195), np.float64(0.19038928255282306), np.float64(0.20927391507084284), np.float64(0.17374134118380277), np.float64(0.19504446812575055), np.float64(0.16633404515615047), np.float64(0.1342967716720487)]",AEBU6BNHTWF763PTCLO3S7JVU2QA,2.2,22,4.349191770915039,0.9464922711058265,0.5128689501538095,0.8681818181818182,0.42291832054828354
0.4,1,0.238549264740689,4,0.85,1.0,0.9254417121281923,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[np.float64(0.2829563165232533), np.float64(0.32988492436007477), np.float64(0.3222604689870517), np.float64(0.19284121903041893), np.float64(0.21061763725651356), np.float64(0.21993187810210776), np.float64(0.2297785470277744), np.float64(0.18226991533182454), np.float64(0.16073123430189998), np.float64(0.25422050648597094)]",AEAHPLQ76SLUTI6BI3P3CSVT7OWQ,2.2,22,4.392747410448783,0.9497041420118343,0.5526180941771563,0.8818181818181818,0.39450949877105307
0.3,1,0.21487713788961912,3,0.8055555555555555,1.0,0.9054970953940297,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.19284121903041893), np.float64(0.2543016282480485), np.float64(0.2755936010104387), np.float64(0.23326074744223146), np.float64(0.1817815234807082), np.float64(0.16032627071842448), np.float64(0.19505087455802023), np.float64(0.19038928255282306), np.float64(0.18226991533182454)]",AGF54CXHC6JXVXNDDLUL6WEBDWHA,1.9,19,4.078418520441603,0.9327846364883402,0.4895401387780805,0.8578947368421053,0.43792082831143625
0.2,1,0.2146898013364728,2,0.75,1.0,0.8791942042059805,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.19284121903041893), np.float64(0.21993187810210776), np.float64(0.2755936010104387), np.float64(0.22150095454286844), np.float64(0.23326074744223146), np.float64(0.20311107186221017), np.float64(0.18226991533182454), np.float64(0.18085821536352165), np.float64(0.15457409415585324)]",AGC7MBQH2NH4T6BMGN2IMLMPYO6A,2.0,20,4.213660689688185,0.9408,0.5168740709607446,0.875,0.4227351879093485
0.1,1,0.2237837208431678,1,1.0,1.0,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.2463604430796842), np.float64(0.24969867518310546), np.float64(0.23721131757554742), np.float64(0.22150095454286844), np.float64(0.1914673758025611), np.float64(0.13822221531544485), np.float64(0.19136550430040658), np.float64(0.19827935925581816)]",AHI76QOFQIV3BIZBCKUUMEZLE7FA,1.8,18,4.060262039120379,0.9355281207133059,0.5577128442597529,0.85,0.37594408237921006
0.2,1,0.20396533800370756,2,0.3611111111111111,0.5,0.5748993525055937,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[np.float64(0.23384643901616675), np.float64(0.2872658282047478), np.float64(0.22721216792957818), np.float64(0.19827935925581816), np.float64(0.17374134118380277), np.float64(0.23721131757554742), np.float64(0.15809737018395054), np.float64(0.1566505898866952), np.float64(0.2609066244584803), np.float64(0.10644234234228858)]",AEHXCHXCDOBYSTPY7T77TJZREOXA,2.3,23,4.444187891679296,0.9512485136741974,0.5293095862439156,0.8739130434782609,0.41134249202162165
0.3,1,0.218915266903229,3,0.5666666666666667,1.0,0.7805024863563177,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[np.float64(0.2543016282480485), np.float64(0.24267100407521366), np.float64(0.23721131757554742), np.float64(0.22721216792957818), np.float64(0.2511224130995084), np.float64(0.19038928255282306), np.float64(0.18226991533182454), np.float64(0.18507800817762982), np.float64(0.15799030758363627), np.float64(0.2609066244584803)]",AEQJ72N44RHBRVONMUDTSGEFONQQ,1.7,17,3.863465189601645,0.9184,0.5604925246780245,0.8529411764705882,0.37487402306874384
0.1,1,0.21058190103571367,1,1.0,1.0,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.17374134118380277), np.float64(0.19038928255282306), np.float64(0.2297785470277744), np.float64(0.2240105370125016), np.float64(0.18226991533182454), np.float64(0.23721131757554742), np.float64(0.1914673758025611), np.float64(0.23384643901616675), np.float64(0.1601479383308817)]",AHRFVCBHDPP3QHUU7L274ESVSPIA,1.8,18,4.021268494903765,0.9322235434007135,0.5698962427943148,0.8388888888888889,0.3608092629892137
0.2,1,0.21147158647392486,2,0.75,1.0,0.8791942042059805,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.19284121903041893), np.float64(0.21061763725651356), np.float64(0.2755936010104387), np.float64(0.22150095454286844), np.float64(0.23326074744223146), np.float64(0.20311107186221017), np.float64(0.15457409415585324), np.float64(0.18226991533182454), np.float64(0.15799030758363627)]",AGZV5RNGUT5E5VY54L5CAA6IQ5DA,1.9,19,4.0748757755837675,0.9319526627218935,0.5310408512430407,0.8631578947368421,0.4047857915586386
0.4,1,0.23042036521372436,4,1.0,1.0,0.9849862456242412,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.2543016282480485), np.float64(0.2755936010104387), np.float64(0.2511224130995084), np.float64(0.2647888458722195), np.float64(0.24137056729830672), np.float64(0.2240105370125016), np.float64(0.19038928255282306), np.float64(0.19504446812575055), np.float64(0.23623212057693985), np.float64(0.17135018834070653)]",AFHVJ65MH26N5EYT2CWL6DQOE3IQ,2.1,21,4.280394654123196,0.9438775510204082,0.5089426833696862,0.8666666666666667,0.425583007746272
0.3,1,0.2254341283002958,3,0.7000000000000001,1.0,0.855491951042413,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.19284121903041893), np.float64(0.19732060608579016), np.float64(0.2755936010104387), np.float64(0.2647888458722195), np.float64(0.23326074744223146), np.float64(0.17267618817604147), np.float64(0.2297785470277744), np.float64(0.18226991533182454), np.float64(0.22285529650296595)]",AGPTKEC7MMEQFFLKEZKHB7RVWMZQ,1.8,18,4.0536606896881855,0.9344,0.5465016517071101,0.8611111111111112,0.3905124665855441
0.3,1,0.23737334491138182,3,1.0,1.0,0.9827903936881148,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.36253929608353097), np.float64(0.2592378392374976), np.float64(0.2241831247932257), np.float64(0.24969867518310546), np.float64(0.21993187810210776), np.float64(0.22150095454286844), np.float64(0.1914673758025611), np.float64(0.20256333926789322), np.float64(0.11272604174095319)]",AEJZE4VZLLYKJQD2EYTUHN76ITZQ,1.8,18,4.053660689688185,0.9344,0.5329264250328013,0.8611111111111112,0.40220224511064334
0.3,1,0.2278979268135209,3,0.7777777777777778,1.0,0.9003449635613585,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[np.float64(0.2829563165232533), np.float64(0.2511224130995084), np.float64(0.2366930948395653), np.float64(0.19038928255282306), np.float64(0.23622097721146226), np.float64(0.18506610954549108), np.float64(0.18226991533182454), np.float64(0.21465702100834078), np.float64(0.2755936010104387), np.float64(0.2240105370125016)]",AGEVCDOY2X7MMFMLG7YTJKS4RZPQ,2.0,20,4.220175521464345,0.9409722222222222,0.5316672933871135,0.88,0.41213278181934015
0.5,1,0.23256164918457486,5,0.9428571428571428,1.0,0.973057800330837,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.2543016282480485), np.float64(0.28498213192839816), np.float64(0.2647888458722195), np.float64(0.19038928255282306), np.float64(0.1951498326602774), np.float64(0.2755936010104387), np.float64(0.18085821536352165), np.float64(0.17374134118380277), np.float64(0.22285529650296595)]",AFLQNXKMH3WOV24QCTCAABBDIKAQ,2.1,21,4.293660689688185,0.9440000000000001,0.5530085444959468,0.8809523809523809,0.3937781869916659
0.3,1,0.22575383179236175,3,0.6333333333333333,1.0,0.8212232759939541,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.1560279930087832), np.float64(0.19284121903041893), np.float64(0.21993187810210776), np.float64(0.2755936010104387), np.float64(0.2647888458722195), np.float64(0.22150095454286844), np.float64(0.23326074744223146), np.float64(0.2297785470277744), np.float64(0.18085821536352165)]",AHY4BWBU5XM3LZ4C5GIOQZFQ3X5A,2.1,21,4.254525464966176,0.9410150891632374,0.5053370125229174,0.8714285714285714,0.4310634605157434
0.1,1,0.21748562103591934,1,0.1111111111111111,0.1111111111111111,0.3010299956639812,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[np.float64(0.2463604430796842), np.float64(0.2235755083576822), np.float64(0.18226991533182454), np.float64(0.2297785470277744), np.float64(0.19284121903041893), np.float64(0.22285529650296595), np.float64(0.19549156418742625), np.float64(0.20870388773655496), np.float64(0.2755936010104387), np.float64(0.19738622809442297)]",AHIFWGPYJGDSXHGES5ZYNPKVP35A,1.8,18,4.053660689688185,0.9344,0.5427344534748577,0.8611111111111112,0.3937564428410948
0.3,1,0.21803358181421242,3,0.5555555555555555,1.0,0.8038872233475884,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.19038928255282306), np.float64(0.22741981201769004), np.float64(0.1914673758025611), np.float64(0.2609066244584803), np.float64(0.13464481373893453), np.float64(0.1566505898866952), np.float64(0.25071513684330493), np.float64(0.20441081946539352)]",AHKJ2UOZSFBNYO623J76TACMKKXA,1.4,14,3.6572682296173897,0.9131944444444444,0.5311124860963342,0.8285714285714285,0.3885067972344659
0.2,1,0.22826866368423357,2,1.0,1.0,0.9659331319399119,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.32988492436007477), np.float64(0.2463604430796842), np.float64(0.19038928255282306), np.float64(0.19284121903041893), np.float64(0.2297785470277744), np.float64(0.19549156418742625), np.float64(0.18226991533182454), np.float64(0.2240105370125016), np.float64(0.20870388773655496)]",AFXS66JIENKW7BKKXIWECOAQT35Q,1.4,14,3.6978458230844122,0.9173553719008265,0.5544363317376768,0.8428571428571429,0.37554652039252956
0.2,1,0.22253949544802837,2,1.0,1.0,1.0,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.2755936010104387), np.float64(0.21061763725651356), np.float64(0.2297785470277744), np.float64(0.19549156418742625), np.float64(0.19702730918012132), np.float64(0.19284121903041893), np.float64(0.22150095454286844), np.float64(0.18226991533182454), np.float64(0.19038928255282306)]",AHA7LK3PPGZDGGCXB6E3Y4P6RPIA,2.0,20,4.236368983644951,0.943758573388203,0.5351476287746277,0.865,0.402097301109947
0.1,1,0.2109155744909507,1,1.0,1.0,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.2463604430796842), np.float64(0.19038928255282306), np.float64(0.20927391507084284), np.float64(0.19702730918012132), np.float64(0.1914673758025611), np.float64(0.16032627071842448), np.float64(0.15553531700305778), np.float64(0.19504446812575055)]",AFJSPQQEN3SUBYG4PVRB6NXLI2FA,2.0,20,4.1550455468258045,0.9362244897959183,0.5463708179991809,0.86,0.3901210965207045
0.2,1,0.22117185945113688,2,0.1736111111111111,0.125,0.3769832758910322,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[np.float64(0.23384643901616675), np.float64(0.21407795211721653), np.float64(0.1560279930087832), np.float64(0.2463604430796842), np.float64(0.23114439268576362), np.float64(0.21993187810210776), np.float64(0.21061763725651356), np.float64(0.26108708187558105), np.float64(0.25422050648597094), np.float64(0.184404270883581)]",AEGA3VS4RXCRQ6VXCGUE2KOI4D2A,2.0,20,4.23890125660263,0.9437869822485206,0.46499023232139336,0.87,0.4654584978803878
0.5,1,0.24094077877885,5,0.8766666666666666,1.0,0.9346119156754215,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.32988492436007477), np.float64(0.19505087455802023), np.float64(0.2755936010104387), np.float64(0.2543016282480485), np.float64(0.2647888458722195), np.float64(0.23326074744223146), np.float64(0.19038928255282306), np.float64(0.16032627071842448), np.float64(0.22285529650296595)]",AEQ4QIQ6XP5C3KOBRXRH7KV2KQPQ,2.0,20,4.236368983644951,0.943758573388203,0.5261835366894804,0.865,0.40985124076359947
0.3,1,0.2361436435279496,3,0.8095238095238094,1.0,0.892630250076391,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.36253929608353097), np.float64(0.23622097721146226), np.float64(0.19038928255282306), np.float64(0.1914673758025611), np.float64(0.18226991533182454), np.float64(0.25422050648597094), np.float64(0.19702730918012132), np.float64(0.232614737023906), np.float64(0.2317307190840423)]",AEXDIAVXC5VT7DDOGJHTUE75XG2Q,2.1,21,4.2824842613426,0.943758573388203,0.5376142916851032,0.8714285714285714,0.4029361172458386
0.4,1,0.22595332283634054,4,1.0,1.0,0.9849862456242412,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[np.float64(0.2543016282480485), np.float64(0.2755936010104387), np.float64(0.2511224130995084), np.float64(0.2647888458722195), np.float64(0.24137056729830672), np.float64(0.2075232515133788), np.float64(0.18507800817762982), np.float64(0.19432116246530154), np.float64(0.19038928255282306), np.float64(0.19504446812575055)]",AG6QWEZ4G4UQTZFXN4K6Q47RHJUQ,1.8,18,4.004344446367528,0.9300411522633745,0.5168849266466838,0.85,0.4106478123503187
0.3,1,0.22109889962514545,3,0.8666666666666667,1.0,0.9409567596587399,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.2511224130995084), np.float64(0.19284121903041893), np.float64(0.22721216792957818), np.float64(0.2755936010104387), np.float64(0.22150095454286844), np.float64(0.19549156418742625), np.float64(0.15799030758363627), np.float64(0.18226991533182454), np.float64(0.2240105370125016)]",AGVYZHA356ZCXIJC3S7AHDSSOGTQ,2.0,20,4.213660689688184,0.9408000000000001,0.5496054285325722,0.875,0.3940952500339993
0.3,1,0.2220858662407678,3,0.7000000000000001,1.0,0.8689398986037954,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[np.float64(0.32988492436007477), np.float64(0.23384643901616675), np.float64(0.21675781802175736), np.float64(0.2647888458722195), np.float64(0.25422050648597094), np.float64(0.19827935925581816), np.float64(0.15500431402728826), np.float64(0.2297785470277744), np.float64(0.1560279930087832), np.float64(0.18226991533182454)]",AF4BVRVBAXEVL3Q255AQORU6RD3A,2.0,20,4.17146526179041,0.9386056191467221,0.546622736337524,0.845,0.3831037877947922
0.2,1,0.20489128522129962,2,0.375,0.5,0.57612806607,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[np.float64(0.23384643901616675), np.float64(0.2543016282480485), np.float64(0.24267100407521366), np.float64(0.18226991533182454), np.float64(0.19038928255282306), np.float64(0.16032627071842448), np.float64(0.15799030758363627), np.float64(0.2609066244584803), np.float64(0.15809737018395054), np.float64(0.20811401004442806)]",AEVDHMQGKWB3U6WR65PISIZ472VQ,1.7,17,3.883074189428568,0.9216,0.5364577780323118,0.8529411764705882,0.39537424814891053
0.2,1,0.2091501949465789,2,0.5833333333333333,0.5,0.6871805033060769,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[np.float64(0.23384643901616675), np.float64(0.2511224130995084), np.float64(0.2647888458722195), np.float64(0.19038928255282306), np.float64(0.18226991533182454), np.float64(0.23721131757554742), np.float64(0.19732060608579016), np.float64(0.18785988298846606), np.float64(0.1710735437545687), np.float64(0.17561970318887474)]",AF6VY34L543YEJ5PIRMLHFYOCZ6Q,2.0,20,4.213660689688184,0.9408000000000001,0.5164999486238896,0.875,0.4230625449540966
0.3,1,0.22880676065179878,3,0.6333333333333333,1.0,0.8212232759939541,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[np.float64(0.2829563165232533), np.float64(0.1560279930087832), np.float64(0.19284121903041893), np.float64(0.24969867518310546), np.float64(0.2755936010104387), np.float64(0.2647888458722195), np.float64(0.22150095454286844), np.float64(0.21993187810210776), np.float64(0.23326074744223146), np.float64(0.1914673758025611)]",AGJ6MLTKEYHU5QGDRQ7WMZNTGQHA,2.2,22,4.32859953904025,0.943758573388203,0.48884103556791497,0.8772727272727273,0.4484258187972383
0.4,1,0.2216271890917631,4,0.6111111111111112,1.0,0.8149561831042592,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[np.float64(0.2829563165232533), np.float64(0.1560279930087832), np.float64(0.19284121903041893), np.float64(0.28498213192839816), np.float64(0.19732060608579016), np.float64(0.2647888458722195), np.float64(0.22150095454286844), np.float64(0.15799030758363627), np.float64(0.2755936010104387), np.float64(0.18226991533182454)]",AHTZ5PECDMF3QCNNB2UHDZ3YKMLA,1.9,19,4.1757358691004915,0.941398865784499,0.5249186733798575,0.8789473684210526,0.41757148181875675
