user_id,query,recommendation_count,rec_1_title,rec_1_id,rec_1_categories,rec_1_description,rec_2_title,rec_2_id,rec_2_categories,rec_2_description,rec_3_title,rec_3_id,rec_3_categories,rec_3_description,rec_4_title,rec_4_id,rec_4_categories,rec_4_description,rec_5_title,rec_5_id,rec_5_categories,rec_5_description,rec_6_title,rec_6_id,rec_6_categories,rec_6_description,rec_7_title,rec_7_id,rec_7_categories,rec_7_description,rec_8_title,rec_8_id,rec_8_categories,rec_8_description,rec_9_title,rec_9_id,rec_9_categories,rec_9_description,rec_10_title,rec_10_id,rec_10_categories,rec_10_description
AHAOW3VHZ4CU6XZGONRJRZVWGX7A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Cold Fact,B001BKVWYG,"CDs & Vinyl, Classic Rock, Psychedelic Rock",nan,The Best of the Righteous Brothers: 20th Century Masters Millennium Collection,B000ICLT4Q,"CDs & Vinyl, R&B, Soul, Blue-Eyed Soul","The Righteous Brothers' MILLENIUM COLLECTION contains 14 hits including "" You've Lost That Lovin Fee",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co"
AHXVUYO4CSQHIRJOTQH77SJIIDQQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Get Rich Or Die Tryin'       Explicit Lyrics,B000084T18,"CDs & Vinyl, Rap & Hip-Hop, East Coast",50 cents debut promises to set the pace for hip-ho p in coming years. The product of his un-relentin,Young Hearts: Complete Greatest Hits,B0000C0FEQ,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)",nan,Flying In A Blue Dream,B000002BWD,"CDs & Vinyl, Today's Deals in Music, Hard Rock & Metal, Hard Rock, CDs $7 - $10",Flying In A Blue Dream - Joe Satriani (CD 1997),Stripped,B00006CXXU,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, Features guest appearances by Eve, Redman, and Dave Navarro. Track production b",Hold Your Fire Remastered,B000001ESZ,"CDs & Vinyl, Rock, Progressive, Progressive Metal",This re-release features 20-bit digital remastering from the original master tapes and deluxe packag,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Siren Song Of The Counter-Culture,B0002KQOGW,"CDs & Vinyl, Today's Deals in Music, Alternative Rock, Hardcore & Punk",Chicago's Rise Against might be seen as an outcast amongst it's peers. Armed with the fury of classi,Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Unorthodox Jukebox       explicit_lyrics,B009IRVSVQ,"CDs & Vinyl, Pop","In October 2012, Mars premiered the first single, ""Locked Out of Heaven,"" from his highly-anticipate"
AHYLHANEPSY4FDFDVLJFW4BLUQVQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Get Born,B0000AQVCL,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Garage Punk","Product Description, Your rock & roll ship has come in. Or, more rightly, your Jet has landed. This ",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Chicken N Beer       Explicit Lyrics,B0000AQS1A,"CDs & Vinyl, Rap & Hip-Hop, Pop Rap","Ludacris--2, Bill O'Reilly--1. The dis is mightier than the sword, and Ludacris wastes no time berat",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co",Blackstar,B017VORJK6,"CDs & Vinyl, Rock",nan
AFSE6TYYNL7JOLNMBV25Z2QI5U5Q,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Re-Load,B000002HRE,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",Elvis 30 #1 Hits,B00006AG5N,"CDs & Vinyl, Rock, Oldies & Retro, Rockabilly",Mixed and mastered from the original master tape for optimum sound quality. The most superior and mo,The Breakthrough,B000BNTM32,"CDs & Vinyl, R&B, Contemporary R&B","Product description, No One Will Do About You Father In You 16 Total Tracks, Amazon.com, Nobody know",Come Away with Me,B00005YW4H,"CDs & Vinyl, Pop, Singer-Songwriters",nan
AH7BR3J4BKKXJ3TJTDLU3IT4EX3A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",A Rush of Blood to the Head,B000069AUI,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, 2002 sophomore album from the British Pop/Rockers led by singer, songwriter and",Debut,B000002HCO,"CDs & Vinyl, Dance & Electronic, Electronica","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,Riding With The King,B00004THAY,"CDs & Vinyl, Blues, Regional Blues, Chicago Blues","Product Description, When it comes to the greatest rockin' bluesmen in history, at the top of the el",Two Against Nature,B00004GOXS,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product Description, The release of Two Against Nature is a major musical event. The two are Donald ",The Complete Hit Singles,B00022LOTM,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)",This is the first single CD collection to feature all of their hits that features the classic such a,The Chronic Version       Explicit Lyrics,B00005AQEQ,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore",Excellent condition and playability.
AHXVGKFQ5GUCPAGXJQOOXXZFYSIQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",The Slim Shady       explicit_lyrics,B00000I5JQ,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","Product Description, NEED REF, Amazon.com, On, The Slim Shady LP, , Eminem wants it all. He's confli",Get Born,B0000AQVCL,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Garage Punk","Product Description, Your rock & roll ship has come in. Or, more rightly, your Jet has landed. This ",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Cold Fact,B001BKVWYG,"CDs & Vinyl, Classic Rock, Psychedelic Rock",nan,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co",The Joshua Tree,B000001FS3,"CDs & Vinyl, Indie & Alternative, New Wave & Post-Punk, Post-Punk","Product description, BIEM/STEMRA, Matrix PMDC FRANCE 842 298 2 00A; Tracks: Where The Streets Have N"
AHVCTRLHSG53JPTRBFZ6MUE2K25A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Give Me the Night,B000002KLG,"CDs & Vinyl, Jazz, Smooth Jazz",CD - EAN 075992740623,Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,St. Anger       Explicit Lyrics,B00008OWZG,"CDs & Vinyl, Metal, Pop Metal","Product Description, This CD package includes a special live DVD. The performance, filmed and record",Nimrod,B000002NIH,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, American Punk","After establishing themselves as the leaders of a new generation of music-makers and listeners,, Gre",The Chronic Version       Explicit Lyrics,B00005AQEQ,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore",Excellent condition and playability.,Nothing Like The Sun,B000002GKZ,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, CD, Amazon.com, Sting's second and most conceptually dense solo album moved on ",The Best of the Righteous Brothers: 20th Century Masters Millennium Collection,B000ICLT4Q,"CDs & Vinyl, R&B, Soul, Blue-Eyed Soul","The Righteous Brothers' MILLENIUM COLLECTION contains 14 hits including "" You've Lost That Lovin Fee"
AEVTMQIGQ3LAKKL2YJWNGIWC6XMQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,His Best: The Chess 50th Anniversary Collection,B000005KQT,"CDs & Vinyl, Today's Deals in Music, Blues, Blues General, CDs $7 - $10","Product Description, Acknowledged by many as the greatest blues harmonica player ever, Little Walter",Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Vapor Trails 2013 Remix,B00E9P959O,"CDs & Vinyl, Rock, Progressive, Progressive Rock","In 2009, two tracks from VAPOR TRAILS (“One Little Victory” and “Earthshine”) were remixed for the R",Blackstar,B017VORJK6,"CDs & Vinyl, Rock",nan,Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",The Breakthrough,B000BNTM32,"CDs & Vinyl, R&B, Contemporary R&B","Product description, No One Will Do About You Father In You 16 Total Tracks, Amazon.com, Nobody know",St. Anger       Explicit Lyrics,B00008OWZG,"CDs & Vinyl, Metal, Pop Metal","Product Description, This CD package includes a special live DVD. The performance, filmed and record"
AEBU6BNHTWF763PTCLO3S7JVU2QA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Cars - Complete Greatest Hits,B00005Y1XY,"CDs & Vinyl, Indie & Alternative, New Wave & Post-Punk, New Wave","Product Description, Certified Multi-Platinum (6 times) by the RIAA. (4/02), Amazon.com, If rock's m",Elvis 30 #1 Hits,B00006AG5N,"CDs & Vinyl, Rock, Oldies & Retro, Rockabilly",Mixed and mastered from the original master tape for optimum sound quality. The most superior and mo,Rush Remastered,B000001ES9,"CDs & Vinyl, Today's Deals in Music, Classic Rock, Album-Oriented Rock (AOR), CDs $7 - $10",Features 20-bit digital remastering from the original master tapes and enhanced packaging faithful t,What's The Story Morning Glory?,B000002BBY,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product description, Smash hit album fts : ""wonderwall"", ""roll with it"". ""don't look back in anger"",",One of These Nights,B000002GXX,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product Description, Certified Multi-Platinum (4 times) by the RIAA. (3/01), Amazon.com, The Eagles "
AEAHPLQ76SLUTI6BI3P3CSVT7OWQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",FIREPOWER,B078SKX6ZV,"CDs & Vinyl, Pop","2018 release, the 18th album from the legendary British heavy metal band. Firepower is something the",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Flying In A Blue Dream,B000002BWD,"CDs & Vinyl, Today's Deals in Music, Hard Rock & Metal, Hard Rock, CDs $7 - $10",Flying In A Blue Dream - Joe Satriani (CD 1997),Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Watermark,B000002LRR,"CDs & Vinyl, International Music, Europe, Britain & Ireland, Britain","Product Description, Certified 4 times platinum by the RIAA (3/96)., Amazon.com, Enya's 1988 recordi",Get Born,B0000AQVCL,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Garage Punk","Product Description, Your rock & roll ship has come in. Or, more rightly, your Jet has landed. This "
AGF54CXHC6JXVXNDDLUL6WEBDWHA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Greatest Hits 1974-78,B000002U98,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product Description, The Joker; Fly Like an Eagle; Jet Airliner; Jungle Love; Take the Money and Run",In The Court Of Std,B00065MDRW,"CDs & Vinyl, Rock, Progressive, Progressive Rock",Remastered edition of King Crimson's seminal album IN THE COURT OF THE CRIMSON KING.,How I Do,B00005LB1H,"CDs & Vinyl, R&B, Soul","Product description, Res ~ How I Do, Amazon.com, A musical sorority sister of, Alicia Keys, and, Ang",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it"
AGC7MBQH2NH4T6BMGN2IMLMPYO6A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Piece Of Mind,B000063DFQ,"CDs & Vinyl, Indie & Alternative, New Wave & Post-Punk, New Wave",nan,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",No Strings Attached,B00004NRPZ,"CDs & Vinyl, Pop, Adult Contemporary","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",The Very Best Of The Rolling Stones 1964-1971,B005MQNDVK,"CDs & Vinyl, Pop",This incredible 16-track compilation features some of the bands most memorable hits spanning the yea
AHI76QOFQIV3BIZBCKUUMEZLE7FA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",The Spirit Of Radio: Greatest Hits 1974-1987,B0000794FS,"CDs & Vinyl, Rock, Progressive, Progressive Metal","80-minutes of Rush, first evcer greatest hits collection by Rush, approved by the band. 16 track's f",A Rush of Blood to the Head,B000069AUI,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, 2002 sophomore album from the British Pop/Rockers led by singer, songwriter and",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand",Grease Original 1978 Motion Picture Soundtrack,B000001FDK,"CDs & Vinyl, Soundtracks, Movie Soundtracks","Product Description, In 1978, the Grease soundtrack became a phenomenon and has since become one of ",The Wall Deluxe Digitally Remastered,B000006TRV,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product Description, 1994 digital re-master of Pink Floyd's classic ""The Wall""., Amazon.com, The Wal",Lovers Rock,B000051VWW,"CDs & Vinyl, Today's Deals in Music, Pop, Adult Contemporary, CDs $7 - $10","Product description, Sade ~ Lovers Rock, Amazon.com, Sade's brand of elegant pop/R&B owned the chart"
AEHXCHXCDOBYSTPY7T77TJZREOXA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Lifeforms,B000003RVR,"CDs & Vinyl, Dance & Electronic, Ambient","Amazon.com, Compared to the minimalist plonk typical of the genre, this is a Technicolor epic and pe",Hold Your Fire Remastered,B000001ESZ,"CDs & Vinyl, Rock, Progressive, Progressive Metal",This re-release features 20-bit digital remastering from the original master tapes and deluxe packag,Lovers Rock,B000051VWW,"CDs & Vinyl, Today's Deals in Music, Pop, Adult Contemporary, CDs $7 - $10","Product description, Sade ~ Lovers Rock, Amazon.com, Sade's brand of elegant pop/R&B owned the chart",Elvis 30 #1 Hits,B00006AG5N,"CDs & Vinyl, Rock, Oldies & Retro, Rockabilly",Mixed and mastered from the original master tape for optimum sound quality. The most superior and mo,A Rush of Blood to the Head,B000069AUI,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, 2002 sophomore album from the British Pop/Rockers led by singer, songwriter and",Sgt. Pepper's Lonely Hearts Club Band,B000002UAU,"CDs & Vinyl, Classic Rock, British Invasion","Product description, Beatles - Sgt Peppers Lonely Hearts Club Band - CD, Amazon.com, Before, Sgt. Pe",Hejira,B000002GYC,"CDs & Vinyl, Today's Deals in Music, Pop, Singer-Songwriters, CDs $7 - $10","Product Description, The compelling character portraits on this 1976 LP (a #13 hit) are finely detai",Re-Load,B000002HRE,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",If I'm Honest,B01EITN5YQ,"CDs & Vinyl, Country, Today's Country","If I'm Honest, is Blake's 10th studio album.  It was again produced by Scott Hendricks, and features"
AEQJ72N44RHBRVONMUDTSGEFONQQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,Number Ones,B0000DJE9R,"CDs & Vinyl, Pop, Dance Pop","Product Description, The most prolific hit maker of all time returns with an album of truly greatest",A Rush of Blood to the Head,B000069AUI,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, 2002 sophomore album from the British Pop/Rockers led by singer, songwriter and",Hold Your Fire Remastered,B000001ESZ,"CDs & Vinyl, Rock, Progressive, Progressive Metal",This re-release features 20-bit digital remastering from the original master tapes and deluxe packag,Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Nothing Like The Sun,B000002GKZ,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, CD, Amazon.com, Sting's second and most conceptually dense solo album moved on ",Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,Re-Load,B000002HRE,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, "
